,Year,Stars,Position,Name,Class,Previous School,New School,RK,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
691,2018,3,PF,Devenir Duruisseau,RS N/A,Washington,,54,Washington,P12,32,15,105.5,93.3,0.8047,50.4,44.1,21.3,19.3,27.4,31.8,37.9,31.4,51.4,42.4,32.5,31.2,69.6,-5
692,2018,2.7,SG,Carlos Johnson,,Washington,GCU,54,Washington,P12,32,15,105.5,93.3,0.8047,50.4,44.1,21.3,19.3,27.4,31.8,37.9,31.4,51.4,42.4,32.5,31.2,69.6,-5
693,2018,2,SG,Michael Carter III,RS JR,Washington,South Dakota State,54,Washington,P12,32,15,105.5,93.3,0.8047,50.4,44.1,21.3,19.3,27.4,31.8,37.9,31.4,51.4,42.4,32.5,31.2,69.6,-5
694,2018,3,PF,Nolan Taylor,RS SR,Pepperdine,Cal Poly,127,Pepperdine,WCC,32,16,107.7,103.4,0.6163,50,52.8,17.4,19,26.9,27.8,33,34.7,48.4,50.3,35.1,38.1,70.9,-6.2
695,2018,2.5,SG,Knox Hellums,RS SR,Pepperdine,UTSA,127,Pepperdine,WCC,32,16,107.7,103.4,0.6163,50,52.8,17.4,19,26.9,27.8,33,34.7,48.4,50.3,35.1,38.1,70.9,-6.2
696,2018,2,PG,Elijah Lee,,Pepperdine,Midwestern State,127,Pepperdine,WCC,32,16,107.7,103.4,0.6163,50,52.8,17.4,19,26.9,27.8,33,34.7,48.4,50.3,35.1,38.1,70.9,-6.2
697,2018,2,SG,Trae Berhow,SR,Pepperdine,Northern Iowa,127,Pepperdine,WCC,32,16,107.7,103.4,0.6163,50,52.8,17.4,19,26.9,27.8,33,34.7,48.4,50.3,35.1,38.1,70.9,-6.2
698,2019,3,PG,Tommy McCarthy,RS N/A,Harvard,Rice,112,Harvard,Ivy,28,21,104.5,98.8,0.6555,51.2,47.3,19.7,17.6,30,25,32.6,31.4,52.4,45.5,32.8,33.7,68.8,-2
699,2019,3,PG,R.J. Cole,RS JR,Howard,Connecticut,348,Howard,MEAC,31,4,94.3,121.1,0.0533,48.2,53.9,20.7,18.5,25.7,36.9,33.1,34.7,45.9,55,34.7,34.7,70.1,-25.2
700,2019,3,PG,Chad Lott,RS N/A,Howard,South Alabama,348,Howard,MEAC,31,4,94.3,121.1,0.0533,48.2,53.9,20.7,18.5,25.7,36.9,33.1,34.7,45.9,55,34.7,34.7,70.1,-25.2
701,2018,2,C,Tyler Williams,RS JR,Howard,New Mexico Junior College,348,Howard,MEAC,31,4,94.3,121.1,0.0533,48.2,53.9,20.7,18.5,25.7,36.9,33.1,34.7,45.9,55,34.7,34.7,70.1,-25.2
702,2019,2,SF,Langston Gaither,JR,Howard,Grayson College,348,Howard,MEAC,31,4,94.3,121.1,0.0533,48.2,53.9,20.7,18.5,25.7,36.9,33.1,34.7,45.9,55,34.7,34.7,70.1,-25.2
703,2018,2,PG,Kai Tease,RS SR,Howard,Blinn College,348,Howard,MEAC,31,4,94.3,121.1,0.0533,48.2,53.9,20.7,18.5,25.7,36.9,33.1,34.7,45.9,55,34.7,34.7,70.1,-25.2
704,2019,2,C,Akuwovo 'Savior' Ogheneyole,RS SO,Howard,Binghamton,348,Howard,MEAC,31,4,94.3,121.1,0.0533,48.2,53.9,20.7,18.5,25.7,36.9,33.1,34.7,45.9,55,34.7,34.7,70.1,-25.2
705,2019,3,PF,Ra Kpedi,RS JR,Vermont,Purdue Fort Wayne,89,Vermont,AE,32,26,105.4,97.1,0.7207,51.7,44.8,17.2,19,27.6,22.7,31.3,31.5,53.4,42.4,33,32.2,66.2,-1.8
706,2018,3,PF,Evan Boudreaux,RS N/A,Dartmouth,Purdue,202,Dartmouth,Ivy,28,12,96.6,99.4,0.4172,49.8,49.3,18.9,16.8,21.2,20.9,27.4,29.7,51.6,49.6,31.3,32.5,65.5,-11.6
707,2019,2,SG,Guilien Smith,RS N/A,Dartmouth,Northeastern,202,Dartmouth,Ivy,28,12,96.6,99.4,0.4172,49.8,49.3,18.9,16.8,21.2,20.9,27.4,29.7,51.6,49.6,31.3,32.5,65.5,-11.6
708,2019,2,PF,Adrease Jackson,RS JR,Dartmouth,Northern Arizona,202,Dartmouth,Ivy,28,12,96.6,99.4,0.4172,49.8,49.3,18.9,16.8,21.2,20.9,27.4,29.7,51.6,49.6,31.3,32.5,65.5,-11.6
709,2018,3,SG,De'Monte Buckingham,RS SR,Richmond,Cal State Bakersfield,48,Richmond,A10,31,24,108.5,94.9,0.8249,53.5,47.7,15.6,19.9,22.6,26.3,27.8,30.2,53,49.1,36.2,30.5,69,1.2
710,2018,2,PF,Phoenix 'AJ' Ford,RS JR,Richmond,Mississippi Gulf Coast Community College,48,Richmond,A10,31,24,108.5,94.9,0.8249,53.5,47.7,15.6,19.9,22.6,26.3,27.8,30.2,53,49.1,36.2,30.5,69,1.2
711,2019,2,SF,Bryce Schneider,RS JR,Richmond,Nova Southeastern,48,Richmond,A10,31,24,108.5,94.9,0.8249,53.5,47.7,15.6,19.9,22.6,26.3,27.8,30.2,53,49.1,36.2,30.5,69,1.2
712,2018,2,PG,Khwan Fore,RS N/A,Richmond,Louisville,48,Richmond,A10,31,24,108.5,94.9,0.8249,53.5,47.7,15.6,19.9,22.6,26.3,27.8,30.2,53,49.1,36.2,30.5,69,1.2
713,2019,2,PG,Keith Oddo,RS N/A,Richmond,Louisville,48,Richmond,A10,31,24,108.5,94.9,0.8249,53.5,47.7,15.6,19.9,22.6,26.3,27.8,30.2,53,49.1,36.2,30.5,69,1.2
714,2018,3,PF,David Caraher,RS JR,Houston Baptist,St. John's,334,Houston Baptist,Slnd,29,4,103.5,121.3,0.1388,50.3,58.1,21.4,16.7,32.1,32.1,38,36.7,48.3,58.4,36.4,38.4,76.1,-18.1
715,2018,2,SG,"Waseem Ali, Jr.",SR,Houston Baptist,Milwaukee Area Technical College,334,Houston Baptist,Slnd,29,4,103.5,121.3,0.1388,50.3,58.1,21.4,16.7,32.1,32.1,38,36.7,48.3,58.4,36.4,38.4,76.1,-18.1
716,2018,2,SG,Reece Spencer,RS JR,Houston Baptist,Weatherford College,334,Houston Baptist,Slnd,29,4,103.5,121.3,0.1388,50.3,58.1,21.4,16.7,32.1,32.1,38,36.7,48.3,58.4,36.4,38.4,76.1,-18.1
717,2018,2,PG,Michael Saladin,,Houston Baptist,Our Lady of the Lake University,334,Houston Baptist,Slnd,29,4,103.5,121.3,0.1388,50.3,58.1,21.4,16.7,32.1,32.1,38,36.7,48.3,58.4,36.4,38.4,76.1,-18.1
718,2018,2,PF,Colin Just,RS SR,Houston Baptist,Lamar State College–Port Arthur,334,Houston Baptist,Slnd,29,4,103.5,121.3,0.1388,50.3,58.1,21.4,16.7,32.1,32.1,38,36.7,48.3,58.4,36.4,38.4,76.1,-18.1
719,2019,2,PG,Oliver Lynch-Daniels,RS JR,Houston Baptist,Colgate,334,Houston Baptist,Slnd,29,4,103.5,121.3,0.1388,50.3,58.1,21.4,16.7,32.1,32.1,38,36.7,48.3,58.4,36.4,38.4,76.1,-18.1
720,2018,2,PF,Chukuka Emili,,Houston Baptist,Eastern New Mexico,334,Houston Baptist,Slnd,29,4,103.5,121.3,0.1388,50.3,58.1,21.4,16.7,32.1,32.1,38,36.7,48.3,58.4,36.4,38.4,76.1,-18.1
721,2018,3,PF,Tory Miller-Stewart,RS N/A,Colorado,Denver,42,Colorado,P12,32,21,108.9,94.4,0.8376,50.5,46.9,19.2,19.4,30.3,23.9,36.2,26.1,49.1,44.8,35.1,34.2,68.1,0.7
722,2019,2.3,SG,Deleon Brown,RS SR,Colorado,Grand Valley State,42,Colorado,P12,32,21,108.9,94.4,0.8376,50.5,46.9,19.2,19.4,30.3,23.9,36.2,26.1,49.1,44.8,35.1,34.2,68.1,0.7
723,2019,3,SF,Ahmad Gilbert,RS N/A,Rider,St. Thomas University,203,Rider,MAAC,30,18,99,102,0.4157,49.1,49.1,19.6,19.1,30.6,24,40.8,30.3,49.6,49.5,32.1,32.5,70.9,-7.5
724,2018,2,PG,Kealen Washington-Ives,,Rider,Southern Connecticut State,203,Rider,MAAC,30,18,99,102,0.4157,49.1,49.1,19.6,19.1,30.6,24,40.8,30.3,49.6,49.5,32.1,32.5,70.9,-7.5
725,2019,2,SF,Devine Eke,RS N/A,Rider,Radford,203,Rider,MAAC,30,18,99,102,0.4157,49.1,49.1,19.6,19.1,30.6,24,40.8,30.3,49.6,49.5,32.1,32.5,70.9,-7.5
726,2019,2,SG,Noah Buono,RS JR,Rider,Ramapo College of New Jersey,203,Rider,MAAC,30,18,99,102,0.4157,49.1,49.1,19.6,19.1,30.6,24,40.8,30.3,49.6,49.5,32.1,32.5,70.9,-7.5
727,2018,2,SG,Paxton Wilson,SR,Rider,Palm Beach Atlantic,203,Rider,MAAC,30,18,99,102,0.4157,49.1,49.1,19.6,19.1,30.6,24,40.8,30.3,49.6,49.5,32.1,32.5,70.9,-7.5
728,2019,2,SG,Jordan Allen,RS SR,Rider,Lynn,203,Rider,MAAC,30,18,99,102,0.4157,49.1,49.1,19.6,19.1,30.6,24,40.8,30.3,49.6,49.5,32.1,32.5,70.9,-7.5
729,2019,3,SF,Chyree Walker,RS JR,Delaware,Radford,157,Delaware,CAA,32,22,106.6,105.4,0.5326,54.4,49.8,18.6,16.7,23.8,26.8,32.3,29,55.4,48,35.2,35.1,68.1,-5.7
730,2018,2,PF,Derrick Woods,RS N/A,Delaware,Saint Peter's,157,Delaware,CAA,32,22,106.6,105.4,0.5326,54.4,49.8,18.6,16.7,23.8,26.8,32.3,29,55.4,48,35.2,35.1,68.1,-5.7
731,2018,2,SG,Ryan Daly,RS SR,Delaware,Saint Joseph's,157,Delaware,CAA,32,22,106.6,105.4,0.5326,54.4,49.8,18.6,16.7,23.8,26.8,32.3,29,55.4,48,35.2,35.1,68.1,-5.7
732,2019,2,PG,Ithiel Horton,RS SO,Delaware,Pittsburgh,157,Delaware,CAA,32,22,106.6,105.4,0.5326,54.4,49.8,18.6,16.7,23.8,26.8,32.3,29,55.4,48,35.2,35.1,68.1,-5.7
733,2019,3,PG,Ke'Jhan Feagin,RS N/A,Santa Clara,San Diego State,136,Santa Clara,WCC,31,19,102.8,100.1,0.578,52.2,48.7,18.7,18.9,20.8,26.5,35.9,37.8,52.1,47.2,34.9,34.5,71.5,-5.2
734,2018,3,SG,Matt Turner,RS JR,Santa Clara,Marist,136,Santa Clara,WCC,31,19,102.8,100.1,0.578,52.2,48.7,18.7,18.9,20.8,26.5,35.9,37.8,52.1,47.2,34.9,34.5,71.5,-5.2
735,2018,2,SG,Shaquille Walters,RS JR,Santa Clara,Northeastern,136,Santa Clara,WCC,31,19,102.8,100.1,0.578,52.2,48.7,18.7,18.9,20.8,26.5,35.9,37.8,52.1,47.2,34.9,34.5,71.5,-5.2
736,2019,2,PG,Matt Hauser,RS N/A,Santa Clara,Portland State,136,Santa Clara,WCC,31,19,102.8,100.1,0.578,52.2,48.7,18.7,18.9,20.8,26.5,35.9,37.8,52.1,47.2,34.9,34.5,71.5,-5.2
737,2018,2,C,Julian Roche,RS SR,Santa Clara,Simon Fraser,136,Santa Clara,WCC,31,19,102.8,100.1,0.578,52.2,48.7,18.7,18.9,20.8,26.5,35.9,37.8,52.1,47.2,34.9,34.5,71.5,-5.2
738,2018,2,SG,Evan Wardlow,RS N/A,Santa Clara,Cal State East Bay,136,Santa Clara,WCC,31,19,102.8,100.1,0.578,52.2,48.7,18.7,18.9,20.8,26.5,35.9,37.8,52.1,47.2,34.9,34.5,71.5,-5.2
739,2018,3,PF,Josh Martin,RS N/A,Cal Poly,Santa Clara,314,Cal Poly,BW,28,7,95.9,109,0.187,47.3,52.6,19.1,18.4,22.8,28.6,33.7,43.4,45.5,50.8,34,37.3,68.2,-16.4
740,2018,2,C,Aleksandr 'Aleks' Abrams,RS N/A,Cal Poly,Miami (OH),314,Cal Poly,BW,28,7,95.9,109,0.187,47.3,52.6,19.1,18.4,22.8,28.6,33.7,43.4,45.5,50.8,34,37.3,68.2,-16.4
741,2018,2,PG,Iziah James,SR,Cal Poly,Indian Hills Community College,314,Cal Poly,BW,28,7,95.9,109,0.187,47.3,52.6,19.1,18.4,22.8,28.6,33.7,43.4,45.5,50.8,34,37.3,68.2,-16.4
742,2018,2,SG,"Eric Toles, Jr.",RS N/A,Cal Poly,Hope International University,314,Cal Poly,BW,28,7,95.9,109,0.187,47.3,52.6,19.1,18.4,22.8,28.6,33.7,43.4,45.5,50.8,34,37.3,68.2,-16.4
743,2019,2,PF,Daxton Carr,RS SO,Cal Poly,Idaho State,314,Cal Poly,BW,28,7,95.9,109,0.187,47.3,52.6,19.1,18.4,22.8,28.6,33.7,43.4,45.5,50.8,34,37.3,68.2,-16.4
744,2018,2,SG,Trevor John,RS N/A,Cal Poly,Drexel,314,Cal Poly,BW,28,7,95.9,109,0.187,47.3,52.6,19.1,18.4,22.8,28.6,33.7,43.4,45.5,50.8,34,37.3,68.2,-16.4
745,2018,3,PF,Casey Schlatter,RS N/A,Drake,Grand View University,152,Drake,MVC,32,20,102.7,101,0.5481,51.7,50.1,19.2,17.9,23.5,23.3,30.4,30.5,51.3,46.3,34.9,37.2,67.7,-6.1
746,2018,2,PG,Jalen Gibbs,RS JR,Drake,Mount St. Mary's,152,Drake,MVC,32,20,102.7,101,0.5481,51.7,50.1,19.2,17.9,23.5,23.3,30.4,30.5,51.3,46.3,34.9,37.2,67.7,-6.1
747,2019,2,PF,Matt Gray,RS SO,Drake,Salt Lake Community College,152,Drake,MVC,32,20,102.7,101,0.5481,51.7,50.1,19.2,17.9,23.5,23.3,30.4,30.5,51.3,46.3,34.9,37.2,67.7,-6.1
748,2019,2,PG,Luke Vaske,RS SO,Drake,,152,Drake,MVC,32,20,102.7,101,0.5481,51.7,50.1,19.2,17.9,23.5,23.3,30.4,30.5,51.3,46.3,34.9,37.2,67.7,-6.1
749,2018,2,PF,Kory Kuenstling,RS N/A,Drake,Grand View University,152,Drake,MVC,32,20,102.7,101,0.5481,51.7,50.1,19.2,17.9,23.5,23.3,30.4,30.5,51.3,46.3,34.9,37.2,67.7,-6.1
750,2019,3,PG,Neftali Alvarez,RS SO,Fairfield,Mercer,315,Fairfield,MAAC,32,12,89.3,101.5,0.1868,43.1,48.3,21.3,19.4,30.2,26.3,35.9,31.1,43.4,45.9,28.4,35,63.1,-15.4
751,2018,2,SG,Olivier Cadieux,RS SR,Fairfield,University of Ottawa,315,Fairfield,MAAC,32,12,89.3,101.5,0.1868,43.1,48.3,21.3,19.4,30.2,26.3,35.9,31.1,43.4,45.9,28.4,35,63.1,-15.4
752,2019,2,SG,Thomas Nolan,RS N/A,Fairfield,Nyack,315,Fairfield,MAAC,32,12,89.3,101.5,0.1868,43.1,48.3,21.3,19.4,30.2,26.3,35.9,31.1,43.4,45.9,28.4,35,63.1,-15.4
753,2018,2,C,Aziz Sultan Essa,RS JR,Fairfield,Loyola Marymount,315,Fairfield,MAAC,32,12,89.3,101.5,0.1868,43.1,48.3,21.3,19.4,30.2,26.3,35.9,31.1,43.4,45.9,28.4,35,63.1,-15.4
754,2019,2,PG,Felix Lemetti,RS SO,Fairfield,Howard College,315,Fairfield,MAAC,32,12,89.3,101.5,0.1868,43.1,48.3,21.3,19.4,30.2,26.3,35.9,31.1,43.4,45.9,28.4,35,63.1,-15.4
755,2018,2,SG,Alonde LeGrand,RS JR,Fairfield,State Fair Community College,315,Fairfield,MAAC,32,12,89.3,101.5,0.1868,43.1,48.3,21.3,19.4,30.2,26.3,35.9,31.1,43.4,45.9,28.4,35,63.1,-15.4
756,2018,2,SG,"Ferron Flavors, Jr.",RS SR,Fairfield,California Baptist,315,Fairfield,MAAC,32,12,89.3,101.5,0.1868,43.1,48.3,21.3,19.4,30.2,26.3,35.9,31.1,43.4,45.9,28.4,35,63.1,-15.4
757,2018,2,PG,Jared Harper,RS N/A,Fairfield,Dominican (CA),315,Fairfield,MAAC,32,12,89.3,101.5,0.1868,43.1,48.3,21.3,19.4,30.2,26.3,35.9,31.1,43.4,45.9,28.4,35,63.1,-15.4
758,2018,3,SG,Dru Smith,RS SR,Evansville,Missouri,279,Evansville,MVC,31,9,96.9,106.4,0.2548,48.6,52.8,18.4,17.2,19.9,25.6,32.4,33.3,49.2,52.5,31.9,35.6,67.8,-16
759,2018,2,SG,Ryan Taylor,RS N/A,Evansville,Northwestern,279,Evansville,MVC,31,9,96.9,106.4,0.2548,48.6,52.8,18.4,17.2,19.9,25.6,32.4,33.3,49.2,52.5,31.9,35.6,67.8,-16
760,2018,2,PF,Solomon Hainna,,Evansville,Texas–Rio Grande Valley,279,Evansville,MVC,31,9,96.9,106.4,0.2548,48.6,52.8,18.4,17.2,19.9,25.6,32.4,33.3,49.2,52.5,31.9,35.6,67.8,-16
761,2019,2,PF,Will Becker,RS SO,Evansville,Colorado Colorado Springs,279,Evansville,MVC,31,9,96.9,106.4,0.2548,48.6,52.8,18.4,17.2,19.9,25.6,32.4,33.3,49.2,52.5,31.9,35.6,67.8,-16
762,2019,3,SF,Philmon Gebrewhit,RS SO,Robert Morris,South Plains College,205,Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2
763,2018,2,PG,Nick Castelveter,SR,Robert Morris,Westminster College,205,Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2
764,2018,2,SG,"Dachon Burke, Jr.",RS SR,Robert Morris,Nebraska,205,Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2
765,2018,2,SG,Taevon Ashmeade,,Robert Morris,Life University,205,Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2
766,2019,2,SG,Chris Coalmon,SR,Robert Morris,Adelphi,205,Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2
767,2018,2,PG,"Leondre Washington, Jr.",SR,Robert Morris,Barton Community College,205,Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2
768,2019,2,SG,Koby Thomas,RS JR,Robert Morris,Coppin State,205,Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2
769,2018,2,PF,Xavier Williams,RS N/A,Robert Morris,Columbus State,205,Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2
770,2019,3,SG,Xavier Smith,SR,Idaho,Central Washington,319,Idaho,BSky,30,8,93.7,107.2,0.1751,47.6,51.8,21.1,15.8,24.1,26.3,30.5,29.3,46.8,53.6,33.3,32.7,68.7,-19.1
771,2019,2,PF,Jared Rodriguez,RS JR,Idaho,San Diego,319,Idaho,BSky,30,8,93.7,107.2,0.1751,47.6,51.8,21.1,15.8,24.1,26.3,30.5,29.3,46.8,53.6,33.3,32.7,68.7,-19.1
772,2019,2,SG,RayQuawndis Mitchell,JR,Idaho,Otero Junior College,319,Idaho,BSky,30,8,93.7,107.2,0.1751,47.6,51.8,21.1,15.8,24.1,26.3,30.5,29.3,46.8,53.6,33.3,32.7,68.7,-19.1
773,2019,2,SG,Losini Kamara,RS JR,Idaho,Indian Hills Community College,319,Idaho,BSky,30,8,93.7,107.2,0.1751,47.6,51.8,21.1,15.8,24.1,26.3,30.5,29.3,46.8,53.6,33.3,32.7,68.7,-19.1
774,2019,2,SG,Cameron Tyson,RS SO,Idaho,Houston,319,Idaho,BSky,30,8,93.7,107.2,0.1751,47.6,51.8,21.1,15.8,24.1,26.3,30.5,29.3,46.8,53.6,33.3,32.7,68.7,-19.1
775,2019,2,PF,Cassius Smits-Francisco,RS JR,Idaho,,319,Idaho,BSky,30,8,93.7,107.2,0.1751,47.6,51.8,21.1,15.8,24.1,26.3,30.5,29.3,46.8,53.6,33.3,32.7,68.7,-19.1
776,2018,2,SF,Garrett Kingman,SR,Idaho,Tacoma Community College,319,Idaho,BSky,30,8,93.7,107.2,0.1751,47.6,51.8,21.1,15.8,24.1,26.3,30.5,29.3,46.8,53.6,33.3,32.7,68.7,-19.1
777,2019,2,SG,Geno West,SR,Idaho,Concordia (OR),319,Idaho,BSky,30,8,93.7,107.2,0.1751,47.6,51.8,21.1,15.8,24.1,26.3,30.5,29.3,46.8,53.6,33.3,32.7,68.7,-19.1
778,2018,3,SF,Justin Gorham,RS SR,Towson,Houston,147,Towson,CAA,30,18,106.3,104.2,0.5579,48.7,48.7,18.1,15.7,32.4,26.9,34.9,31,46.9,48.5,34.8,32.7,65.1,-6.9
779,2018,2,SG,Zane Martin,RS SR,Towson,New Mexico,147,Towson,CAA,30,18,106.3,104.2,0.5579,48.7,48.7,18.1,15.7,32.4,26.9,34.9,31,46.9,48.5,34.8,32.7,65.1,-6.9
780,2019,2,PF,Yağızhan Selçuk,JR,Towson,Montana,147,Towson,CAA,30,18,106.3,104.2,0.5579,48.7,48.7,18.1,15.7,32.4,26.9,34.9,31,46.9,48.5,34.8,32.7,65.1,-6.9
781,2019,2,SG,Quinton Drayton,RS JR,Towson,Moberly Area Community College,147,Towson,CAA,30,18,106.3,104.2,0.5579,48.7,48.7,18.1,15.7,32.4,26.9,34.9,31,46.9,48.5,34.8,32.7,65.1,-6.9
782,2018,2,SG,Jeffrey Prophete,SR,Towson,Hillsborough Community College,147,Towson,CAA,30,18,106.3,104.2,0.5579,48.7,48.7,18.1,15.7,32.4,26.9,34.9,31,46.9,48.5,34.8,32.7,65.1,-6.9
783,2018,3,PF,Jacquil Taylor,RS N/A,Purdue,Hofstra,23,Purdue,B10,31,16,109.6,91.6,0.887,47.8,47.1,17.4,20.4,34.9,27.2,25.8,31.9,46.7,48.1,33,30.5,64.3,-0.6
784,2018,2,SF,Eden Ewing,RS N/A,Purdue,Texas Southern,23,Purdue,B10,31,16,109.6,91.6,0.887,47.8,47.1,17.4,20.4,34.9,27.2,25.8,31.9,46.7,48.1,33,30.5,64.3,-0.6
785,2018,3,C,Ibrahima Diallo,RS N/A,Rutgers,Manhattan,30,Rutgers,B10,30,20,107.5,91,0.8711,48.9,45.1,17.9,18.9,32,25.4,29.1,27.5,50.1,43.8,30.8,31.2,67.3,1.6
786,2019,2,SF,Eugene Omoruyi,RS SR,Rutgers,Oregon,30,Rutgers,B10,30,20,107.5,91,0.8711,48.9,45.1,17.9,18.9,32,25.4,29.1,27.5,50.1,43.8,30.8,31.2,67.3,1.6
787,2018,2,SG,Matt Bullock,,Rutgers,California (PA),30,Rutgers,B10,30,20,107.5,91,0.8711,48.9,45.1,17.9,18.9,32,25.4,29.1,27.5,50.1,43.8,30.8,31.2,67.3,1.6
788,2018,2,SF,Aaren Smith,,Rutgers,District of Columbia,30,Rutgers,B10,30,20,107.5,91,0.8711,48.9,45.1,17.9,18.9,32,25.4,29.1,27.5,50.1,43.8,30.8,31.2,67.3,1.6
789,2019,2.7,SG,Donald Gipson,RS SR,Loyola Marymount,Regis,186,Loyola Marymount,WCC,31,11,101.1,102.4,0.4619,51,51.8,21.9,18.6,27.3,27.8,34.8,38.2,54.4,53.7,29.7,33.1,62.9,-11.6
790,2018,2,SF,Dylan Causwell,RS N/A,Loyola Marymount,Southeastern University,186,Loyola Marymount,WCC,31,11,101.1,102.4,0.4619,51,51.8,21.9,18.6,27.3,27.8,34.8,38.2,54.4,53.7,29.7,33.1,62.9,-11.6
791,2018,2,PF,Mikail Simmons,SR,Loyola Marymount,Bossier Parish Community College,186,Loyola Marymount,WCC,31,11,101.1,102.4,0.4619,51,51.8,21.9,18.6,27.3,27.8,34.8,38.2,54.4,53.7,29.7,33.1,62.9,-11.6
792,2019,2,PG,Cam Allen,RS SR,Loyola Marymount,Cal State Bakersfield,186,Loyola Marymount,WCC,31,11,101.1,102.4,0.4619,51,51.8,21.9,18.6,27.3,27.8,34.8,38.2,54.4,53.7,29.7,33.1,62.9,-11.6
793,2019,2,PF,Zafir Williams,SR,Loyola Marymount,Cal State East Bay,186,Loyola Marymount,WCC,31,11,101.1,102.4,0.4619,51,51.8,21.9,18.6,27.3,27.8,34.8,38.2,54.4,53.7,29.7,33.1,62.9,-11.6
794,2018,2.7,PG,JoJo Anderson,RS SR,Northern Arizona,Nevada,236,Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9
795,2018,2,PG,Torry Johnson,RS N/A,Northern Arizona,Wake Forest,236,Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9
796,2019,2,SF,Aziz Seck,RS SR,Northern Arizona,Vanguard University of Southern California,236,Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9
797,2018,2,PF,Lenell Henry,SR,Northern Arizona,Panola College,236,Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9
798,2019,2,SG,Karl Harris,RS N/A,Northern Arizona,Northern Kentucky,236,Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9
799,2019,2,PG,Omar Ndiaye,RS N/A,Northern Arizona,,236,Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9
800,2019,2,PG,Davon Bolton,,Northern Arizona,Central Washington,236,Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9
801,2019,2,PF,Corey Brown,RS N/A,Northern Arizona,Canisius,236,Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9
802,2019,2.7,SG,Christian Terrell,RS SR,UC Santa Barbara,Sacramento State,182,UC Santa Barbara,BW,29,21,104.8,105.8,0.4732,51.1,51,18.3,19,31.3,25.7,37.2,30,51,50.6,34.2,34.5,64.4,-5.6
803,2018,2.5,SG,"Clifton Powell, Jr.",RS SR,UC Santa Barbara,,182,UC Santa Barbara,BW,29,21,104.8,105.8,0.4732,51.1,51,18.3,19,31.3,25.7,37.2,30,51,50.6,34.2,34.5,64.4,-5.6
804,2018,2,PG,Brandon 'Dante' Davis,RS JR,UC Santa Barbara,Sacramento State,182,UC Santa Barbara,BW,29,21,104.8,105.8,0.4732,51.1,51,18.3,19,31.3,25.7,37.2,30,51,50.6,34.2,34.5,64.4,-5.6
805,2018,2,PG,"Dwight Young, Jr.",RS JR,UC Santa Barbara,City College of San Francisco,182,UC Santa Barbara,BW,29,21,104.8,105.8,0.4732,51.1,51,18.3,19,31.3,25.7,37.2,30,51,50.6,34.2,34.5,64.4,-5.6
